solver_name,task,benchmark_name,instance,answer
asc_07,DS-PR,iccma19,C-1-afinput_exp_acyclic_indvary1_step1_batch_yyy08,NO
asc_07,DS-PR,iccma19,C-1-afinput_exp_acyclic_indvary1_step5_batch_yyy07,NA
asc_07,DS-PR,iccma19,C-1-afinput_exp_cycles_indvary1_step6_batch_yyy02,NA
asc_07,DS-PR,iccma19,C-1-BA_120_20_5,NA
asc_07,DS-PR,iccma19,C-1-BA_60_60_2,NO
asc_07,DS-PR,iccma19,C-1-BA_80_20_4,NA
asc_07,DS-PR,iccma19,C-1-bluestar-or-us.gml.20,NO
asc_07,DS-PR,iccma19,C-1-calaveras-transit_20151216_1707.gml.50,NO
asc_07,DS-PR,iccma19,C-1-ER_100_100_3,NA
asc_07,DS-PR,iccma19,C-1-grd_1222_5_4,NO
asc_07,DS-PR,iccma19,C-1-grd_3018_3_7,NA
asc_07,DS-PR,iccma19,C-1-grd_489_5_8,NO
asc_07,DS-PR,iccma19,C-1-grd_5178_1_1,NA
asc_07,DS-PR,iccma19,C-1-grd_8034_1_2,NO
asc_07,DS-PR,iccma19,C-1-stb_234_487,NO
asc_07,DS-PR,iccma19,C-1-stb_373_251,NO
asc_07,DS-PR,iccma19,C-1-stb_463_93,NO
asc_07,DS-PR,iccma19,C-1-WS_200_28_70_10,NO
asc_07,DS-PR,iccma19,C-2-afinput_exp_acyclic_depvary_step6_batch_yyy05,NO
asc_07,DS-PR,iccma19,C-2-afinput_exp_acyclic_indvary1_step2_batch_yyy07,NO
asc_07,DS-PR,iccma19,C-2-afinput_exp_cycles_depvary_step3_batch_yyy08,NO
asc_07,DS-PR,iccma19,C-2-afinput_exp_cycles_depvary_step4_batch_yyy05,NO
asc_07,DS-PR,iccma19,C-2-afinput_exp_cycles_indvary2_step1_batch_yyy01,NO
asc_07,DS-PR,iccma19,C-2-stb_304_352,NO
asc_07,DS-PR,iccma19,C-3-afinput_exp_acyclic_depvary_step7_batch_yyy08,NO
asc_07,DS-PR,iccma19,Medium-result-b1,NO
asc_07,DS-PR,iccma19,Medium-result-b16,NO
asc_07,DS-PR,iccma19,Medium-result-b17,NA
asc_07,DS-PR,iccma19,Medium-result-b2,NO
asc_07,DS-PR,iccma19,Medium-result-b23,NO
asc_07,DS-PR,iccma19,Medium-result-b24,NO
asc_07,DS-PR,iccma19,Medium-result-b25,NO
asc_07,DS-PR,iccma19,n100p3q34ve,NO
asc_07,DS-PR,iccma19,n100p5q2,NO
asc_07,DS-PR,iccma19,n128p5q2_ve,NO
asc_07,DS-PR,iccma19,n160p3q24e,NO
asc_07,DS-PR,iccma19,n160p5q2_ve,NO
asc_07,DS-PR,iccma19,n192p5q2_ve,NO
asc_07,DS-PR,iccma19,n224p5q2_ve,NO
asc_07,DS-PR,iccma19,n256p3q08n,NO
asc_07,DS-PR,iccma19,n256p5q2_e,NO
asc_07,DS-PR,iccma19,n320p5q2_n,NO
asc_07,DS-PR,iccma19,Small-result-b100,NA
asc_07,DS-PR,iccma19,Small-result-b101,NO
asc_07,DS-PR,iccma19,Small-result-b10,NA
asc_07,DS-PR,iccma19,Small-result-b102,NA
asc_07,DS-PR,iccma19,Small-result-b103,NO
asc_07,DS-PR,iccma19,Small-result-b104,NO
asc_07,DS-PR,iccma19,Small-result-b105,NO
asc_07,DS-PR,iccma19,Small-result-b106,NA
asc_07,DS-PR,iccma19,Small-result-b107,NO
asc_07,DS-PR,iccma19,Small-result-b108,NO
asc_07,DS-PR,iccma19,Small-result-b11,NO
asc_07,DS-PR,iccma19,Small-result-b12,NO
asc_07,DS-PR,iccma19,Small-result-b13,NO
asc_07,DS-PR,iccma19,Small-result-b14,NO
asc_07,DS-PR,iccma19,Small-result-b15,NO
asc_07,DS-PR,iccma19,Small-result-b16,NA
asc_07,DS-PR,iccma19,Small-result-b17,NO
asc_07,DS-PR,iccma19,Small-result-b18,NO
asc_07,DS-PR,iccma19,Small-result-b19,NA
asc_07,DS-PR,iccma19,Small-result-b20,NO
asc_07,DS-PR,iccma19,Small-result-b21,NO
asc_07,DS-PR,iccma19,Small-result-b2,NO
asc_07,DS-PR,iccma19,Small-result-b22,NA
asc_07,DS-PR,iccma19,Small-result-b23,NO
asc_07,DS-PR,iccma19,Small-result-b24,NA
asc_07,DS-PR,iccma19,Small-result-b25,NO
asc_07,DS-PR,iccma19,Small-result-b26,NO
asc_07,DS-PR,iccma19,Small-result-b27,NA
asc_07,DS-PR,iccma19,Small-result-b28,NO
asc_07,DS-PR,iccma19,Small-result-b29,NO
asc_07,DS-PR,iccma19,Small-result-b30,NO
asc_07,DS-PR,iccma19,Small-result-b31,NO
asc_07,DS-PR,iccma19,Small-result-b3,NA
asc_07,DS-PR,iccma19,Small-result-b33,NO
asc_07,DS-PR,iccma19,Small-result-b34,NO
asc_07,DS-PR,iccma19,Small-result-b35,NO
asc_07,DS-PR,iccma19,Small-result-b36,NO
asc_07,DS-PR,iccma19,Small-result-b37,NO
asc_07,DS-PR,iccma19,Small-result-b38,NO
asc_07,DS-PR,iccma19,Small-result-b39,NO
asc_07,DS-PR,iccma19,Small-result-b40,NO
asc_07,DS-PR,iccma19,Small-result-b41,NA
asc_07,DS-PR,iccma19,Small-result-b4,NO
asc_07,DS-PR,iccma19,Small-result-b42,NO
asc_07,DS-PR,iccma19,Small-result-b43,NA
asc_07,DS-PR,iccma19,Small-result-b44,NA
asc_07,DS-PR,iccma19,Small-result-b45,NA
asc_07,DS-PR,iccma19,Small-result-b46,NO
asc_07,DS-PR,iccma19,Small-result-b47,NO
asc_07,DS-PR,iccma19,Small-result-b48,NO
asc_07,DS-PR,iccma19,Small-result-b49,NO
asc_07,DS-PR,iccma19,Small-result-b50,NO
asc_07,DS-PR,iccma19,Small-result-b51,NO
asc_07,DS-PR,iccma19,Small-result-b5,NO
asc_07,DS-PR,iccma19,Small-result-b52,NO
asc_07,DS-PR,iccma19,Small-result-b53,NO
asc_07,DS-PR,iccma19,Small-result-b54,NO
asc_07,DS-PR,iccma19,Small-result-b55,NA
asc_07,DS-PR,iccma19,Small-result-b56,NO
asc_07,DS-PR,iccma19,Small-result-b57,NO
asc_07,DS-PR,iccma19,Small-result-b58,NO
asc_07,DS-PR,iccma19,Small-result-b59,NO
asc_07,DS-PR,iccma19,Small-result-b60,NO
asc_07,DS-PR,iccma19,Small-result-b61,NO
asc_07,DS-PR,iccma19,Small-result-b6,NO
asc_07,DS-PR,iccma19,Small-result-b62,NO
asc_07,DS-PR,iccma19,Small-result-b63,NO
asc_07,DS-PR,iccma19,Small-result-b64,NO
asc_07,DS-PR,iccma19,Small-result-b65,NO
asc_07,DS-PR,iccma19,Small-result-b66,NO
asc_07,DS-PR,iccma19,Small-result-b67,NA
asc_07,DS-PR,iccma19,Small-result-b68,NO
asc_07,DS-PR,iccma19,Small-result-b69,NO
asc_07,DS-PR,iccma19,Small-result-b70,NO
asc_07,DS-PR,iccma19,Small-result-b71,NO
asc_07,DS-PR,iccma19,Small-result-b72,NO
asc_07,DS-PR,iccma19,Small-result-b73,NO
asc_07,DS-PR,iccma19,Small-result-b74,NO
asc_07,DS-PR,iccma19,Small-result-b75,NO
asc_07,DS-PR,iccma19,Small-result-b76,NO
asc_07,DS-PR,iccma19,Small-result-b77,NA
asc_07,DS-PR,iccma19,Small-result-b78,NO
asc_07,DS-PR,iccma19,Small-result-b79,NO
asc_07,DS-PR,iccma19,Small-result-b80,NO
asc_07,DS-PR,iccma19,Small-result-b81,NO
asc_07,DS-PR,iccma19,Small-result-b8,NO
asc_07,DS-PR,iccma19,Small-result-b82,NO
asc_07,DS-PR,iccma19,Small-result-b83,NO
asc_07,DS-PR,iccma19,Small-result-b84,NO
asc_07,DS-PR,iccma19,Small-result-b85,NO
asc_07,DS-PR,iccma19,Small-result-b86,NO
asc_07,DS-PR,iccma19,Small-result-b87,NO
asc_07,DS-PR,iccma19,Small-result-b88,NA
asc_07,DS-PR,iccma19,Small-result-b89,NA
asc_07,DS-PR,iccma19,Small-result-b90,NA
asc_07,DS-PR,iccma19,Small-result-b91,NO
asc_07,DS-PR,iccma19,Small-result-b9,NA
asc_07,DS-PR,iccma19,Small-result-b92,NO
asc_07,DS-PR,iccma19,Small-result-b93,NA
asc_07,DS-PR,iccma19,Small-result-b94,NA
asc_07,DS-PR,iccma19,Small-result-b95,NO
asc_07,DS-PR,iccma19,Small-result-b96,NA
asc_07,DS-PR,iccma19,Small-result-b97,NA
asc_07,DS-PR,iccma19,Small-result-b98,NO
asc_07,DS-PR,iccma19,Small-result-b99,NO
asc_07,DS-PR,iccma19,T-1-admbuster_1000,NO
asc_07,DS-PR,iccma19,T-1-admbuster_2000,NA
asc_07,DS-PR,iccma19,T-1-admbuster_4000,NO
asc_07,DS-PR,iccma19,T-1-admbuster_6000,NO
asc_07,DS-PR,iccma19,T-1-afinput_exp_acyclic_indvary1_step3_batch_yyy03,NO
asc_07,DS-PR,iccma19,T-1-afinput_exp_acyclic_indvary1_step3_batch_yyy10,NO
asc_07,DS-PR,iccma19,T-1-afinput_exp_acyclic_indvary1_step5_batch_yyy10,NA
asc_07,DS-PR,iccma19,T-1-BA_100_10_3,NO
asc_07,DS-PR,iccma19,T-1-BA_100_10_5,NO
asc_07,DS-PR,iccma19,T-1-BA_20_60_3,NO
asc_07,DS-PR,iccma19,T-1-BA_40_50_2,NA
asc_07,DS-PR,iccma19,T-1-BA_80_30_3,NO
asc_07,DS-PR,iccma19,T-1-caravan-airport-transportation_20151216_1604.gml.20,NO
asc_07,DS-PR,iccma19,T-1-cascadespoint-or-us.gml.20,NA
asc_07,DS-PR,iccma19,T-1-ER_100_30_5,NA
asc_07,DS-PR,iccma19,T-1-ferry2.pfile-L2-C4-06.pddl.2.cnf,NO
asc_07,DS-PR,iccma19,T-1-ferry2.pfile-L2-C4-07.pddl.2.cnf,NO
asc_07,DS-PR,iccma19,T-1-ferry2.pfile-L3-C1-04.pddl.2.cnf,NO
asc_07,DS-PR,iccma19,T-1-grd_1222_5_4,NA
asc_07,DS-PR,iccma19,T-1-grd_156_3_6,NA
asc_07,DS-PR,iccma19,T-1-grd_1892_1_3,NA
asc_07,DS-PR,iccma19,T-1-grd_2130_2_7,NO
asc_07,DS-PR,iccma19,T-1-stb_127_253,NO
asc_07,DS-PR,iccma19,T-1-stb_192_170,NO
asc_07,DS-PR,iccma19,T-1-stb_218_401,NO
asc_07,DS-PR,iccma19,T-1-stb_280_229,NO
asc_07,DS-PR,iccma19,T-2-admbuster_10000,NA
asc_07,DS-PR,iccma19,T-2-admbuster_8000,NO
asc_07,DS-PR,iccma19,T-2-afinput_exp_acyclic_depvary_step5_batch_yyy03,NO
asc_07,DS-PR,iccma19,T-2-afinput_exp_cycles_depvary_step4_batch_yyy02,NO
asc_07,DS-PR,iccma19,T-2-afinput_exp_cycles_depvary_step4_batch_yyy03,NA
asc_07,DS-PR,iccma19,T-2-afinput_exp_cycles_indvary1_step1_batch_yyy07,NO
asc_07,DS-PR,iccma19,T-2-afinput_exp_cycles_indvary3_step1_batch_yyy04,NO
asc_07,DS-PR,iccma19,T-2-ferry2.pfile-L3-C3-03.pddl.2.cnf,NA
asc_07,DS-PR,iccma19,T-2-grd_1697_5_7,NO
asc_07,DS-PR,iccma19,T-2-grd_3018_3_7,NA
asc_07,DS-PR,iccma19,T-2-grd_3434_3_2,NA
asc_07,DS-PR,iccma19,T-2-grd_4383_1_10,NA
asc_07,DS-PR,iccma19,T-2-grd_5178_1_1,NO
asc_07,DS-PR,iccma19,T-2-stb_265_466,NO
asc_07,DS-PR,iccma19,T-2-stb_339_81,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_acyclic_depvary_step6_batch_yyy04,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_acyclic_indvary1_step2_batch_yyy09,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_depvary_step3_batch_yyy08,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_depvary_step4_batch_yyy04,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_depvary_step4_batch_yyy05,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_indvary1_step1_batch_yyy02,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_indvary1_step1_batch_yyy03,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_indvary1_step2_batch_yyy01,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_indvary1_step3_batch_yyy02,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_indvary2_step1_batch_yyy03,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_indvary2_step1_batch_yyy04,NO
asc_07,DS-PR,iccma19,T-3-afinput_exp_cycles_indvary2_step1_batch_yyy10,NA
asc_07,DS-PR,iccma19,T-3-grd_8034_1_2,NO
asc_07,DS-PR,iccma19,T-4-afinput_exp_acyclic_depvary_step7_batch_yyy08,NO
asc_07,DS-PR,iccma19,T-4-afinput_exp_acyclic_depvary_step8_batch_yyy09,NA
asc_07,DS-PR,iccma19,T-4-afinput_exp_acyclic_indvary1_step2_batch_yyy07,NO
asc_07,DS-PR,iccma19,T-4-grd_6756_4_7,NA
asc_07,DS-PR,iccma19,T-4-grd_8020_3_4,NO
asc_07,DS-PR,iccma21,b_10_10_10,NO
asc_07,DS-PR,iccma21,b_10_1_10,NO
asc_07,DS-PR,iccma21,b_10_2_10,NA
asc_07,DS-PR,iccma21,b_10_3_10,NO
asc_07,DS-PR,iccma21,b_10_4_10,NO
asc_07,DS-PR,iccma21,b_10_5_10,NA
asc_07,DS-PR,iccma21,b_10_6_10,NA
asc_07,DS-PR,iccma21,b_10_7_10,NA
asc_07,DS-PR,iccma21,b_10_8_10,NA
asc_07,DS-PR,iccma21,b_10_9_10,NA
asc_07,DS-PR,iccma21,b_5_10_10,NO
asc_07,DS-PR,iccma21,b_5_10_6,NO
asc_07,DS-PR,iccma21,b_5_10_7,NO
asc_07,DS-PR,iccma21,b_5_10_8,NO
asc_07,DS-PR,iccma21,b_5_10_9,NO
asc_07,DS-PR,iccma21,b_5_1_10,NO
asc_07,DS-PR,iccma21,b_5_2_10,NO
asc_07,DS-PR,iccma21,b_5_2_6,NO
asc_07,DS-PR,iccma21,b_5_2_7,NO
asc_07,DS-PR,iccma21,b_5_2_8,NO
asc_07,DS-PR,iccma21,b_5_2_9,NO
asc_07,DS-PR,iccma21,b_5_3_10,NO
asc_07,DS-PR,iccma21,b_5_4_10,NO
asc_07,DS-PR,iccma21,b_5_4_6,NO
asc_07,DS-PR,iccma21,b_5_4_7,NO
asc_07,DS-PR,iccma21,b_5_4_8,NO
asc_07,DS-PR,iccma21,b_5_4_9,NO
asc_07,DS-PR,iccma21,b_5_5_10,NO
asc_07,DS-PR,iccma21,b_5_6_10,NO
asc_07,DS-PR,iccma21,b_5_6_6,NO
asc_07,DS-PR,iccma21,b_5_6_7,NO
asc_07,DS-PR,iccma21,b_5_6_8,NO
asc_07,DS-PR,iccma21,b_5_6_9,NO
asc_07,DS-PR,iccma21,b_5_7_10,NO
asc_07,DS-PR,iccma21,b_5_8_10,NO
asc_07,DS-PR,iccma21,b_5_8_6,NO
asc_07,DS-PR,iccma21,b_5_8_7,NO
asc_07,DS-PR,iccma21,b_5_8_8,NO
asc_07,DS-PR,iccma21,b_5_8_9,NO
asc_07,DS-PR,iccma21,b_5_9_10,NO
asc_07,DS-PR,iccma21,b_6_10_10,NO
asc_07,DS-PR,iccma21,b_6_10_6,NO
asc_07,DS-PR,iccma21,b_6_10_7,NO
asc_07,DS-PR,iccma21,b_6_10_8,NO
asc_07,DS-PR,iccma21,b_6_10_9,NO
asc_07,DS-PR,iccma21,b_6_1_10,NO
asc_07,DS-PR,iccma21,b_6_2_10,NO
asc_07,DS-PR,iccma21,b_6_2_6,NO
asc_07,DS-PR,iccma21,b_6_2_7,NO
asc_07,DS-PR,iccma21,b_6_2_8,NO
asc_07,DS-PR,iccma21,b_6_2_9,NO
asc_07,DS-PR,iccma21,b_6_3_10,NO
asc_07,DS-PR,iccma21,b_6_4_10,NO
asc_07,DS-PR,iccma21,b_6_4_6,NO
asc_07,DS-PR,iccma21,b_6_4_7,NO
asc_07,DS-PR,iccma21,b_6_4_8,NO
asc_07,DS-PR,iccma21,b_6_4_9,NO
asc_07,DS-PR,iccma21,b_6_5_10,NO
asc_07,DS-PR,iccma21,b_6_6_10,NO
asc_07,DS-PR,iccma21,b_6_6_6,NO
asc_07,DS-PR,iccma21,b_6_6_7,NO
asc_07,DS-PR,iccma21,b_6_6_8,NO
asc_07,DS-PR,iccma21,b_6_6_9,NO
asc_07,DS-PR,iccma21,b_6_7_10,NO
asc_07,DS-PR,iccma21,b_6_8_10,NO
asc_07,DS-PR,iccma21,b_6_8_6,NA
asc_07,DS-PR,iccma21,b_6_8_7,NO
asc_07,DS-PR,iccma21,b_6_8_8,NO
asc_07,DS-PR,iccma21,b_6_8_9,NO
asc_07,DS-PR,iccma21,b_6_9_10,NO
asc_07,DS-PR,iccma21,b_7_10_10,NO
asc_07,DS-PR,iccma21,b_7_10_6,NO
asc_07,DS-PR,iccma21,b_7_10_7,NO
asc_07,DS-PR,iccma21,b_7_10_8,NO
asc_07,DS-PR,iccma21,b_7_10_9,NO
asc_07,DS-PR,iccma21,b_7_1_10,NO
asc_07,DS-PR,iccma21,b_7_2_10,NO
asc_07,DS-PR,iccma21,b_7_2_6,NO
asc_07,DS-PR,iccma21,b_7_2_7,NO
asc_07,DS-PR,iccma21,b_7_2_8,NO
asc_07,DS-PR,iccma21,b_7_2_9,NO
asc_07,DS-PR,iccma21,b_7_3_10,NO
asc_07,DS-PR,iccma21,b_7_4_10,NO
asc_07,DS-PR,iccma21,b_7_4_6,NO
asc_07,DS-PR,iccma21,b_7_4_7,NO
asc_07,DS-PR,iccma21,b_7_4_8,NO
asc_07,DS-PR,iccma21,b_7_4_9,NO
asc_07,DS-PR,iccma21,b_7_5_10,NO
asc_07,DS-PR,iccma21,b_7_6_10,NO
asc_07,DS-PR,iccma21,b_7_6_6,NO
asc_07,DS-PR,iccma21,b_7_6_7,NO
asc_07,DS-PR,iccma21,b_7_6_8,NO
asc_07,DS-PR,iccma21,b_7_6_9,NO
asc_07,DS-PR,iccma21,b_7_7_10,NO
asc_07,DS-PR,iccma21,b_7_8_10,NO
asc_07,DS-PR,iccma21,b_7_8_6,NO
asc_07,DS-PR,iccma21,b_7_8_7,NO
asc_07,DS-PR,iccma21,b_7_8_8,NO
asc_07,DS-PR,iccma21,b_7_8_9,NO
asc_07,DS-PR,iccma21,b_7_9_10,NO
asc_07,DS-PR,iccma21,b_8_10_10,NO
asc_07,DS-PR,iccma21,b_8_10_6,NO
asc_07,DS-PR,iccma21,b_8_10_7,NO
asc_07,DS-PR,iccma21,b_8_10_8,NO
asc_07,DS-PR,iccma21,b_8_10_9,NO
asc_07,DS-PR,iccma21,b_8_1_10,NO
asc_07,DS-PR,iccma21,b_8_2_10,NO
asc_07,DS-PR,iccma21,b_8_2_6,NO
asc_07,DS-PR,iccma21,b_8_2_7,NO
asc_07,DS-PR,iccma21,b_8_2_8,NO
asc_07,DS-PR,iccma21,b_8_2_9,NO
asc_07,DS-PR,iccma21,b_8_3_10,NO
asc_07,DS-PR,iccma21,b_8_4_10,NO
asc_07,DS-PR,iccma21,b_8_4_6,NO
asc_07,DS-PR,iccma21,b_8_4_7,NO
asc_07,DS-PR,iccma21,b_8_4_8,NO
asc_07,DS-PR,iccma21,b_8_4_9,NO
asc_07,DS-PR,iccma21,b_8_5_10,NO
asc_07,DS-PR,iccma21,b_8_6_10,NO
asc_07,DS-PR,iccma21,b_8_6_6,NO
asc_07,DS-PR,iccma21,b_8_6_7,NO
asc_07,DS-PR,iccma21,b_8_6_8,NO
asc_07,DS-PR,iccma21,b_8_6_9,NO
asc_07,DS-PR,iccma21,b_8_7_10,NO
asc_07,DS-PR,iccma21,b_8_8_10,NO
asc_07,DS-PR,iccma21,b_8_8_6,NO
asc_07,DS-PR,iccma21,b_8_8_7,NO
asc_07,DS-PR,iccma21,b_8_8_8,NO
asc_07,DS-PR,iccma21,b_8_8_9,NO
asc_07,DS-PR,iccma21,b_8_9_10,NO
asc_07,DS-PR,iccma21,b_9_10_10,NO
asc_07,DS-PR,iccma21,b_9_10_6,NO
asc_07,DS-PR,iccma21,b_9_10_7,NO
asc_07,DS-PR,iccma21,b_9_10_8,NA
asc_07,DS-PR,iccma21,b_9_10_9,NO
asc_07,DS-PR,iccma21,b_9_1_10,NO
asc_07,DS-PR,iccma21,b_9_2_10,NO
asc_07,DS-PR,iccma21,b_9_2_6,NO
asc_07,DS-PR,iccma21,b_9_2_7,NO
asc_07,DS-PR,iccma21,b_9_2_8,NO
asc_07,DS-PR,iccma21,b_9_2_9,NO
asc_07,DS-PR,iccma21,b_9_3_10,NO
asc_07,DS-PR,iccma21,b_9_4_10,NO
asc_07,DS-PR,iccma21,b_9_4_6,NO
asc_07,DS-PR,iccma21,b_9_4_7,NO
asc_07,DS-PR,iccma21,b_9_4_8,NO
asc_07,DS-PR,iccma21,b_9_4_9,NO
asc_07,DS-PR,iccma21,b_9_5_10,NA
asc_07,DS-PR,iccma21,b_9_6_10,NO
asc_07,DS-PR,iccma21,b_9_6_6,NA
asc_07,DS-PR,iccma21,b_9_6_7,NO
asc_07,DS-PR,iccma21,b_9_6_8,NA
asc_07,DS-PR,iccma21,b_9_6_9,NO
asc_07,DS-PR,iccma21,b_9_7_10,NO
asc_07,DS-PR,iccma21,b_9_8_10,NO
asc_07,DS-PR,iccma21,b_9_8_6,NA
asc_07,DS-PR,iccma21,b_9_8_7,NO
asc_07,DS-PR,iccma21,b_9_8_8,NA
asc_07,DS-PR,iccma21,b_9_8_9,NO
asc_07,DS-PR,iccma21,b_9_9_10,NO
asc_07,DS-PR,iccma21,be_10_10_10,NA
asc_07,DS-PR,iccma21,be_10_1_10,NO
asc_07,DS-PR,iccma21,be_10_2_10,NO
asc_07,DS-PR,iccma21,be_10_3_10,NA
asc_07,DS-PR,iccma21,be_10_4_10,NA
asc_07,DS-PR,iccma21,be_10_5_10,NA
asc_07,DS-PR,iccma21,be_10_6_10,NA
asc_07,DS-PR,iccma21,be_10_7_10,NA
asc_07,DS-PR,iccma21,be_10_8_10,NO
asc_07,DS-PR,iccma21,be_10_9_10,NA
asc_07,DS-PR,iccma21,be_5_10_10,NO
asc_07,DS-PR,iccma21,be_5_10_6,NO
asc_07,DS-PR,iccma21,be_5_10_7,NO
asc_07,DS-PR,iccma21,be_5_10_8,NO
asc_07,DS-PR,iccma21,be_5_10_9,NO
asc_07,DS-PR,iccma21,be_5_1_10,NO
asc_07,DS-PR,iccma21,be_5_2_10,NO
asc_07,DS-PR,iccma21,be_5_2_6,NO
asc_07,DS-PR,iccma21,be_5_2_7,NO
asc_07,DS-PR,iccma21,be_5_2_8,NO
asc_07,DS-PR,iccma21,be_5_2_9,NO
asc_07,DS-PR,iccma21,be_5_3_10,NO
asc_07,DS-PR,iccma21,be_5_4_10,NO
asc_07,DS-PR,iccma21,be_5_4_6,NO
asc_07,DS-PR,iccma21,be_5_4_7,NO
asc_07,DS-PR,iccma21,be_5_4_8,NO
asc_07,DS-PR,iccma21,be_5_4_9,NO
asc_07,DS-PR,iccma21,be_5_5_10,NO
asc_07,DS-PR,iccma21,be_5_6_10,NO
asc_07,DS-PR,iccma21,be_5_6_6,NO
asc_07,DS-PR,iccma21,be_5_6_7,NO
asc_07,DS-PR,iccma21,be_5_6_8,NO
asc_07,DS-PR,iccma21,be_5_6_9,NO
asc_07,DS-PR,iccma21,be_5_7_10,NO
asc_07,DS-PR,iccma21,be_5_8_10,NO
asc_07,DS-PR,iccma21,be_5_8_6,NO
asc_07,DS-PR,iccma21,be_5_8_7,NO
asc_07,DS-PR,iccma21,be_5_8_8,NO
asc_07,DS-PR,iccma21,be_5_8_9,NO
asc_07,DS-PR,iccma21,be_5_9_10,NO
asc_07,DS-PR,iccma21,be_6_10_10,NO
asc_07,DS-PR,iccma21,be_6_10_6,NO
asc_07,DS-PR,iccma21,be_6_10_7,NO
asc_07,DS-PR,iccma21,be_6_10_8,NO
asc_07,DS-PR,iccma21,be_6_10_9,NO
asc_07,DS-PR,iccma21,be_6_1_10,NO
asc_07,DS-PR,iccma21,be_6_2_10,NO
asc_07,DS-PR,iccma21,be_6_2_6,NO
asc_07,DS-PR,iccma21,be_6_2_7,NO
asc_07,DS-PR,iccma21,be_6_2_8,NO
asc_07,DS-PR,iccma21,be_6_2_9,NO
asc_07,DS-PR,iccma21,be_6_3_10,NO
asc_07,DS-PR,iccma21,be_6_4_10,NO
asc_07,DS-PR,iccma21,be_6_4_6,NO
asc_07,DS-PR,iccma21,be_6_4_7,NO
asc_07,DS-PR,iccma21,be_6_4_8,NO
asc_07,DS-PR,iccma21,be_6_4_9,NO
asc_07,DS-PR,iccma21,be_6_5_10,NO
asc_07,DS-PR,iccma21,be_6_6_10,NO
asc_07,DS-PR,iccma21,be_6_6_6,NO
asc_07,DS-PR,iccma21,be_6_6_7,NO
asc_07,DS-PR,iccma21,be_6_6_8,NO
asc_07,DS-PR,iccma21,be_6_6_9,NO
asc_07,DS-PR,iccma21,be_6_7_10,NO
asc_07,DS-PR,iccma21,be_6_8_10,NO
asc_07,DS-PR,iccma21,be_6_8_6,NO
asc_07,DS-PR,iccma21,be_6_8_7,NO
asc_07,DS-PR,iccma21,be_6_8_8,NO
asc_07,DS-PR,iccma21,be_6_8_9,NO
asc_07,DS-PR,iccma21,be_6_9_10,NO
asc_07,DS-PR,iccma21,be_7_10_10,NO
asc_07,DS-PR,iccma21,be_7_10_6,NO
asc_07,DS-PR,iccma21,be_7_10_7,NO
asc_07,DS-PR,iccma21,be_7_10_8,NO
asc_07,DS-PR,iccma21,be_7_10_9,NO
asc_07,DS-PR,iccma21,be_7_1_10,NO
asc_07,DS-PR,iccma21,be_7_2_10,NO
asc_07,DS-PR,iccma21,be_7_2_6,NO
asc_07,DS-PR,iccma21,be_7_2_7,NO
asc_07,DS-PR,iccma21,be_7_2_8,NO
asc_07,DS-PR,iccma21,be_7_2_9,NO
asc_07,DS-PR,iccma21,be_7_3_10,NO
asc_07,DS-PR,iccma21,be_7_4_10,NO
asc_07,DS-PR,iccma21,be_7_4_6,NO
asc_07,DS-PR,iccma21,be_7_4_7,NO
asc_07,DS-PR,iccma21,be_7_4_8,NO
asc_07,DS-PR,iccma21,be_7_4_9,NO
asc_07,DS-PR,iccma21,be_7_5_10,NO
asc_07,DS-PR,iccma21,be_7_6_10,NO
asc_07,DS-PR,iccma21,be_7_6_6,NO
asc_07,DS-PR,iccma21,be_7_6_7,NO
asc_07,DS-PR,iccma21,be_7_6_8,NA
asc_07,DS-PR,iccma21,be_7_6_9,NO
asc_07,DS-PR,iccma21,be_7_7_10,NO
asc_07,DS-PR,iccma21,be_7_8_10,NO
asc_07,DS-PR,iccma21,be_7_8_6,NO
asc_07,DS-PR,iccma21,be_7_8_7,NO
asc_07,DS-PR,iccma21,be_7_8_8,NO
asc_07,DS-PR,iccma21,be_7_8_9,NO
asc_07,DS-PR,iccma21,be_7_9_10,NO
asc_07,DS-PR,iccma21,be_8_10_10,NO
asc_07,DS-PR,iccma21,be_8_10_6,NO
asc_07,DS-PR,iccma21,be_8_10_7,NO
asc_07,DS-PR,iccma21,be_8_10_8,NO
asc_07,DS-PR,iccma21,be_8_10_9,NO
asc_07,DS-PR,iccma21,be_8_1_10,NO
asc_07,DS-PR,iccma21,be_8_2_10,NO
asc_07,DS-PR,iccma21,be_8_2_6,NA
asc_07,DS-PR,iccma21,be_8_2_7,NO
asc_07,DS-PR,iccma21,be_8_2_8,NO
