solver_name,task,benchmark_name,instance,answer
solution,DS-PR,iccma15,194039__400__3_3_5__66,NO
solution,DS-PR,iccma15,195170__397_76__0_1_14__1011580274,NO
solution,DS-PR,iccma15,20655198__374_290__44_44_495__-1683228409,NO
solution,DS-PR,iccma15,2192374__868_42__0_2_6__197381139,NO
solution,DS-PR,iccma15,2195931__853_18__0_1_1__-668245284,NO
solution,DS-PR,iccma15,2359690__847_47__0_1_1__-258502807,NO
solution,DS-PR,iccma15,247483__277__0_1_1__505287041,NO
solution,DS-PR,iccma15,2721694__940_26__0_1_1__-760920955,NO
solution,DS-PR,iccma15,282426__202__12_12_159__1378687018,NO
solution,DS-PR,iccma15,286424__242_98__0_4_496__1553772169,NO
solution,DS-PR,iccma15,291227__286__0_1_1__1230142271,NO
solution,DS-PR,iccma15,2912543__960_42__0_1_2__1906904342,NO
solution,DS-PR,iccma15,2920382__996_26__0_1_1__1797378811,NO
solution,DS-PR,iccma15,2989651__481_1__0_1_1__490287363,NO
solution,DS-PR,iccma15,3003520__935_5__0_1_1__-1788351828,NO
solution,DS-PR,iccma15,3051610__939_31__0_1_2__-525845145,NO
solution,DS-PR,iccma15,30907__280__8_8_16__34985402,NO
solution,DS-PR,iccma15,320028__276__2_2_3__165094759,NO
solution,DS-PR,iccma15,3203497__489_1__0_1_1__-696922705,NO
solution,DS-PR,iccma15,33018__260_52__0_6_28__-2091790553,NO
solution,DS-PR,iccma15,33735__217_52__0_4_48__1468519206,NO
solution,DS-PR,iccma15,339645__291__1_1_2__1421992937,NO
solution,DS-PR,iccma15,33993__232__4_4_6__1980143471,NO
solution,DS-PR,iccma15,34229__258__5_6_9__1887662229,NO
solution,DS-PR,iccma15,34508__197__10_10_13__1871307992,NO
solution,DS-PR,iccma15,361395__280__7_7_14__1379539997,NO
solution,DS-PR,iccma15,37008__308_6__0_1_1__1700102015,NO
solution,DS-PR,iccma15,37400__332_4__0_1_1__887372887,NO
solution,DS-PR,iccma15,38100__318_28__0_1_4__1062613426,NO
solution,DS-PR,iccma15,41950__379_9__0_2_4__-2085298152,NO
solution,DS-PR,iccma15,44051__300__0_1_1__1566404531,NO
solution,DS-PR,iccma15,45031__193__0_11_70__219763582,NO
solution,DS-PR,iccma15,46469__330_28__0_1_2__725501891,NO
solution,DS-PR,iccma15,47774__262__0_1_1__1705874969,NO
solution,DS-PR,iccma15,47792__332_20__0_3_51__-684630010,NO
solution,DS-PR,iccma15,49594__306_89__0_1_4__-1039493399,NO
solution,DS-PR,iccma15,507634__636_34__0_3_20__2007880049,NO
solution,DS-PR,iccma15,510532__292__3_3_5__771820926,NO
solution,DS-PR,iccma15,51123__246__0_1_1__1607395923,NO
solution,DS-PR,iccma15,515617__417_50__0_3_1011__-972170922,NO
solution,DS-PR,iccma15,517683__679_12__0_1_4__1310307751,NO
solution,DS-PR,iccma15,520734__379_68__0_8_768__2107883474,NO
solution,DS-PR,iccma15,54571__259__7_7_11__929860717,NO
solution,DS-PR,iccma15,548783__649_27__0_1_1__-724323804,NO
solution,DS-PR,iccma15,558101__300__9_9_15__376852946,NO
solution,DS-PR,iccma15,58982__360_22__0_2_4__-561223781,NO
solution,DS-PR,iccma15,604344__458_39__0_8_1297__1654901794,NO
solution,DS-PR,iccma15,619832__652_13__0_1_2__-650582955,NO
solution,DS-PR,iccma15,6319065__992_3__0_1_2__897035661,NO
solution,DS-PR,iccma15,63423__285_21__0_4_180__433734015,NO
solution,DS-PR,iccma15,6512808__964_852__8_8_54__1356115866,NO
solution,DS-PR,iccma15,65980__360_21__0_2_8__310170226,NO
solution,DS-PR,iccma15,67150__185_93__0_2_200__1061677976,YES
solution,DS-PR,iccma15,67628__291_89__0_1_30__-246384798,NO
solution,DS-PR,iccma15,689751__162__2_2_3__207723927,NO
solution,DS-PR,iccma15,70292__374_23__0_1_10__-2122175794,NO
solution,DS-PR,iccma15,725443__490_2__0_1_1__-554970472,NO
solution,DS-PR,iccma15,7648195__290__4_4_5__217211397,NO
solution,DS-PR,iccma15,7663198__583_1__0_1_1__539330174,NO
solution,DS-PR,iccma15,82512__381_23__0_1_2__691831635,NO
solution,DS-PR,iccma15,826149__351_1__0_1_1__-2107104421,NO
solution,DS-PR,iccma15,853046__696_686__8_8_27__1212478239,NO
solution,DS-PR,iccma15,857884__293__1_1_2__851168499,YES
solution,DS-PR,iccma15,85888__366_28__0_3_28__1701112791,NO
solution,DS-PR,iccma15,874460__733_24__0_2_9__2021310947,NO
solution,DS-PR,iccma15,876882__287__2_2_4__1987328938,NO
solution,DS-PR,iccma15,940270__703_28__0_1_2__1173096395,YES
solution,DS-PR,iccma15,971739__757_14__0_1_1__1361260072,NO
solution,DS-PR,iccma15,g_101552__1909__1_1_1__882760067,NO
solution,DS-PR,iccma15,g_108578__1880__1_1_1__1927273238,NO
solution,DS-PR,iccma15,g_11576075__7191__1_1_1__82730612,NO
solution,DS-PR,iccma15,g_11608515__6142__1_1_1__859624173,NO
solution,DS-PR,iccma15,g_11687398__6961__1_1_1__818925919,NO
solution,DS-PR,iccma15,g_11722506__4872__1_1_1__1996514246,NO
solution,DS-PR,iccma15,g_118687__2223__1_1_1__420333329,NO
solution,DS-PR,iccma15,g_13686942__7861__1_1_1__885986521,NO
solution,DS-PR,iccma15,g_139216__2511__1_1_1__394551800,NO
solution,DS-PR,iccma15,g_14698925__6977__1_1_1__635433139,NO
solution,DS-PR,iccma15,g_1524167__4166__1_1_1__1420739094,NO
solution,DS-PR,iccma15,g_15283768__7242__1_1_1__1057905053,NO
solution,DS-PR,iccma15,g_15405159__8402__1_1_1__277006789,NO
solution,DS-PR,iccma15,g_15761268__7521__1_1_1__1253564987,NO
solution,DS-PR,iccma15,g_15792991__7833__1_1_1__1804928876,NO
solution,DS-PR,iccma15,g_15806306__8366__1_1_1__694814714,NO
solution,DS-PR,iccma15,g_169985__2033__1_1_1__1063588833,NO
solution,DS-PR,iccma15,g_171985__2219__1_1_1__1463560817,NO
solution,DS-PR,iccma15,g_17299814__7318__1_1_1__208051347,NO
solution,DS-PR,iccma15,g_179080__2838__1_1_1__924555467,YES
solution,DS-PR,iccma15,g_1969886__3896__1_1_1__407768342,NO
solution,DS-PR,iccma15,g_1977497__4459__1_1_1__193203519,NO
solution,DS-PR,iccma15,g_2002351__4827__1_1_1__520355813,NO
solution,DS-PR,iccma15,g_20166647__5593__1_1_1__1850025606,NO
solution,DS-PR,iccma15,g_2036748__4685__1_1_1__764816800,NO
solution,DS-PR,iccma15,g_207507__2450__1_1_1__826439536,NO
solution,DS-PR,iccma15,g_225058__2636__1_1_1__233605874,YES
solution,DS-PR,iccma15,g_236028__2696__1_1_1__1295870562,NO
solution,DS-PR,iccma15,g_244898__2743__1_1_1__1043095631,NO
solution,DS-PR,iccma15,g_26366506__7746__1_1_1__701580298,NO
solution,DS-PR,iccma15,g_26415883__5774__1_1_1__1569596511,NO
solution,DS-PR,iccma15,g_264197__3005__1_1_1__1585216394,NO
solution,DS-PR,iccma15,g_265502__2684__1_1_1__1461484505,NO
solution,DS-PR,iccma15,g_26874200__8393__1_1_1__629297877,NO
solution,DS-PR,iccma15,g_316863__2943__1_1_1__1909914641,NO
solution,DS-PR,iccma15,g_325485__2631__1_1_1__1679363424,NO
solution,DS-PR,iccma15,g_326740__2846__1_1_1__856847380,NO
solution,DS-PR,iccma15,g_34388__1224__1_1_1__1618570817,NO
solution,DS-PR,iccma15,g_35415567__9473__1_1_1__1862760027,NO
solution,DS-PR,iccma15,g_36072150__6499__1_1_1__1197674094,NO
solution,DS-PR,iccma15,g_3678842__4959__1_1_1__2055741360,NO
solution,DS-PR,iccma15,g_37371__1315__1_1_1__13936662,NO
solution,DS-PR,iccma15,g_37710__1278__1_1_1__1301640185,YES
solution,DS-PR,iccma15,g_39785649__9360__1_1_1__860776055,NO
solution,DS-PR,iccma15,g_40158174__6958__1_1_1__209171335,NO
solution,DS-PR,iccma15,g_4035622__3478__1_1_1__368871344,NO
solution,DS-PR,iccma15,g_40398__1624__1_1_1__1406182594,NO
solution,DS-PR,iccma15,g_40400__1866__1_1_1__2110861149,NO
solution,DS-PR,iccma15,g_41618307__6518__1_1_1__656262855,NO
solution,DS-PR,iccma15,g_41634197__8548__1_1_1__27153038,NO
solution,DS-PR,iccma15,g_4801850__5900__1_1_1__1507270746,NO
solution,DS-PR,iccma15,g_482638__3144__1_1_1__1117360409,NO
solution,DS-PR,iccma15,g_483143__2797__1_1_1__1544035168,NO
solution,DS-PR,iccma15,g_5000211__4470__1_1_1__750147053,YES
solution,DS-PR,iccma15,g_5128808__6017__1_1_1__145329534,NO
solution,DS-PR,iccma15,g_5749572__6546__1_1_1__1725921591,NO
solution,DS-PR,iccma15,g_6019610__3955__1_1_1__214137286,NO
solution,DS-PR,iccma15,g_60552__1945__1_1_1__119920177,NO
solution,DS-PR,iccma15,g_6197551__5257__1_1_1__808442397,YES
solution,DS-PR,iccma15,g_70742__1937__1_1_1__1601993606,NO
solution,DS-PR,iccma15,g_729345__3994__1_1_1__1531626234,NO
solution,DS-PR,iccma15,g_744390__3740__1_1_1__867341271,NO
solution,DS-PR,iccma15,g_75150__1152__1_1_1__199409038,YES
solution,DS-PR,iccma15,g_759604__3954__1_1_1__1196312685,NO
solution,DS-PR,iccma15,g_790881__3168__1_1_1__1563089851,NO
solution,DS-PR,iccma15,g_808769__3600__1_1_1__1535552993,NO
solution,DS-PR,iccma15,g_832400__3589__1_1_1__53785996,NO
solution,DS-PR,iccma15,g_844869__3737__1_1_1__328671792,NO
solution,DS-PR,iccma15,g_8881847__6219__1_1_1__1502451786,NO
solution,DS-PR,iccma15,g_8978008__5013__1_1_1__2005674269,NO
solution,DS-PR,iccma15,g_940038__2085__1_1_1__1707795058,NO
solution,DS-PR,iccma15,g_962561__3713__1_1_1__853528170,NO
solution,DS-PR,iccma17,admbuster_1000000,NO
solution,DS-PR,iccma17,admbuster_100000,YES
solution,DS-PR,iccma17,admbuster_10000,YES
solution,DS-PR,iccma17,admbuster_2000000,YES
solution,DS-PR,iccma17,admbuster_200000,NO
solution,DS-PR,iccma17,admbuster_20000,NO
solution,DS-PR,iccma17,admbuster_500000,YES
solution,DS-PR,iccma17,admbuster_50000,NO
solution,DS-PR,iccma17,admbuster_8000,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_depvary_step5_batch_yyy01,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_depvary_step5_batch_yyy09,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_depvary_step6_batch_yyy04,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_depvary_step6_batch_yyy05,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_depvary_step7_batch_yyy08,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_depvary_step8_batch_yyy09,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_indvary1_step2_batch_yyy07,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_indvary2_step2_batch_yyy02,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_indvary2_step2_batch_yyy07,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_indvary2_step2_batch_yyy09,NO
solution,DS-PR,iccma17,afinput_exp_acyclic_indvary2_step2_batch_yyy10,NO
solution,DS-PR,iccma17,afinput_exp_cycles_depvary_step4_batch_yyy01,NO
solution,DS-PR,iccma17,afinput_exp_cycles_depvary_step4_batch_yyy03,NO
solution,DS-PR,iccma17,afinput_exp_cycles_depvary_step4_batch_yyy05,NO
solution,DS-PR,iccma17,afinput_exp_cycles_depvary_step4_batch_yyy07,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary1_step1_batch_yyy02,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary1_step1_batch_yyy03,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary1_step1_batch_yyy04,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary1_step1_batch_yyy09,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary1_step2_batch_yyy01,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary1_step3_batch_yyy02,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy03,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy04,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy06,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy08,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy10,NO
solution,DS-PR,iccma17,afinput_exp_cycles_indvary3_step1_batch_yyy04,NO
solution,DS-PR,iccma17,aircoach_20130716_1324.gml.50,NO
solution,DS-PR,iccma17,anaheim-resort-transportation_20151217_1213.gml.50,NO
solution,DS-PR,iccma17,arlington_va_2016-01.gml.20,NO
solution,DS-PR,iccma17,BA_100_40_3,YES
solution,DS-PR,iccma17,BA_100_40_5,NO
solution,DS-PR,iccma17,BA_100_50_1,NO
solution,DS-PR,iccma17,BA_100_70_1,NO
solution,DS-PR,iccma17,BA_100_80_4,NO
solution,DS-PR,iccma17,BA_100_80_4.arg2,NO
solution,DS-PR,iccma17,BA_100_90_2,NO
solution,DS-PR,iccma17,BA_100_90_2.arg2,NO
solution,DS-PR,iccma17,BA_120_40_4,NO
solution,DS-PR,iccma17,BA_120_40_4.arg2,NO
solution,DS-PR,iccma17,BA_120_50_4,NO
solution,DS-PR,iccma17,BA_120_80_3,NO
solution,DS-PR,iccma17,BA_120_80_3.arg2,YES
solution,DS-PR,iccma17,BA_140_30_3,YES
solution,DS-PR,iccma17,BA_140_30_4,YES
solution,DS-PR,iccma17,BA_140_70_4,NO
solution,DS-PR,iccma17,BA_140_70_4.arg2,NO
solution,DS-PR,iccma17,BA_160_20_3,YES
solution,DS-PR,iccma17,BA_160_30_2,NO
solution,DS-PR,iccma17,BA_160_70_2,YES
solution,DS-PR,iccma17,BA_160_70_2.arg2,NO
solution,DS-PR,iccma17,BA_160_80_2,NO
solution,DS-PR,iccma17,BA_160_80_2.arg2,NO
solution,DS-PR,iccma17,BA_160_90_1,NO
solution,DS-PR,iccma17,BA_180_20_1,YES
solution,DS-PR,iccma17,BA_180_30_2,YES
solution,DS-PR,iccma17,BA_180_30_4,NO
solution,DS-PR,iccma17,BA_180_30_5,NO
solution,DS-PR,iccma17,BA_180_80_2,NO
solution,DS-PR,iccma17,BA_180_80_3,YES
solution,DS-PR,iccma17,BA_180_80_3.arg2,YES
solution,DS-PR,iccma17,BA_180_90_5,NO
solution,DS-PR,iccma17,BA_180_90_5.arg2,NO
solution,DS-PR,iccma17,BA_200_20_4,YES
solution,DS-PR,iccma17,BA_200_30_2,YES
solution,DS-PR,iccma17,BA_200_50_3,NO
solution,DS-PR,iccma17,BA_200_80_1,NO
solution,DS-PR,iccma17,BA_60_60_3,NO
solution,DS-PR,iccma17,BA_60_80_1,NO
solution,DS-PR,iccma17,BA_60_80_5,NO
solution,DS-PR,iccma17,BA_60_90_4,NO
solution,DS-PR,iccma17,BA_80_50_1,NO
solution,DS-PR,iccma17,BA_80_70_3,NO
solution,DS-PR,iccma17,BA_80_70_5,NO
solution,DS-PR,iccma17,BA_80_80_2,NO
solution,DS-PR,iccma17,BA_80_80_2.arg2,NO
solution,DS-PR,iccma17,bw2.pfile-3-02.pddl.2.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-02.pddl.3.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-02.pddl.3.cnf.arg2,NO
solution,DS-PR,iccma17,bw2.pfile-3-02.pddl.4.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-02.pddl.4.cnf.arg2,NO
solution,DS-PR,iccma17,bw2.pfile-3-04.pddl.2.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-06.pddl.2.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-06.pddl.6.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-07.pddl.1.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-07.pddl.1.cnf.arg2,NO
solution,DS-PR,iccma17,bw2.pfile-3-08.pddl.1.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-08.pddl.1.cnf.arg2,NO
solution,DS-PR,iccma17,bw2.pfile-3-08.pddl.2.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-08.pddl.4.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-08.pddl.4.cnf.arg2,NO
solution,DS-PR,iccma17,bw2.pfile-3-08.pddl.5.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-3-08.pddl.5.cnf.arg2,NO
solution,DS-PR,iccma17,bw2.pfile-4-02.pddl.2.cnf,NO
solution,DS-PR,iccma17,bw2.pfile-4-03.pddl.1.cnf,NO
solution,DS-PR,iccma17,bw3.pfile-3-01.pddl.1.cnf,NO
solution,DS-PR,iccma17,bw3.pfile-3-01.pddl.2.cnf,NO
solution,DS-PR,iccma17,bw3.pfile-3-02.pddl.5.cnf,NO
solution,DS-PR,iccma17,bw3.pfile-3-04.pddl.2.cnf,NO
solution,DS-PR,iccma17,bw3.pfile-3-08.pddl.6.cnf,NO
solution,DS-PR,iccma17,bw3.pfile-4-03.pddl.4.cnf,NO
solution,DS-PR,iccma17,bw3.pfile-4-08.pddl.3.cnf,NO
solution,DS-PR,iccma17,carroll-transit-system_20151202_1957.gml.50,NO
solution,DS-PR,iccma17,cascades-east-transit_20151217_0811.gml.80,NO
solution,DS-PR,iccma17,commute.org_20140813_1738.gml.20,YES
solution,DS-PR,iccma17,commuteorg-shuttle_20150308_1938.gml.20,NO
solution,DS-PR,iccma17,commuteorg-shuttle_20150308_1938.gml.20.arg2,NO
solution,DS-PR,iccma17,confederated-tribes-of-the-umatilla-indian-reservation_20130129_1036.gml.80,NO
solution,DS-PR,iccma17,confederated-tribes-of-the-umatilla-indian-reservation_20130129_1036.gml.80.arg2,NO
solution,DS-PR,iccma17,ecobici.stats_20141007_2248.gml.50,NO
solution,DS-PR,iccma17,el-dorado-transit_20151217_1024.gml.20,YES
solution,DS-PR,iccma17,empresa-publica-de-transportes-e-circulao_20141104_0243.gml.20,NO
solution,DS-PR,iccma17,ER_200_20_4,NO
solution,DS-PR,iccma17,ER_200_30_8,NO
solution,DS-PR,iccma17,ER_200_40_8,NO
solution,DS-PR,iccma17,ER_300_10_10,NO
solution,DS-PR,iccma17,ER_300_20_10,NO
solution,DS-PR,iccma17,ER_300_20_10.arg2,NO
solution,DS-PR,iccma17,ER_300_20_5,NO
solution,DS-PR,iccma17,ER_300_20_5.arg2,NO
solution,DS-PR,iccma17,ER_300_30_10,NO
solution,DS-PR,iccma17,ER_300_30_10.arg2,NO
solution,DS-PR,iccma17,ER_300_30_6,NO
solution,DS-PR,iccma17,ER_300_40_8,NO
solution,DS-PR,iccma17,ER_300_50_2,NO
solution,DS-PR,iccma17,ER_300_50_6,NO
solution,DS-PR,iccma17,ER_300_60_9,NO
solution,DS-PR,iccma17,ER_400_100_10,NO
solution,DS-PR,iccma17,ER_400_100_3,NO
solution,DS-PR,iccma17,ER_400_40_10,NO
solution,DS-PR,iccma17,ER_400_40_10.arg2,NO
solution,DS-PR,iccma17,ER_400_50_2,NO
solution,DS-PR,iccma17,ER_400_50_5,NO
solution,DS-PR,iccma17,ER_400_50_7,NO
solution,DS-PR,iccma17,ER_400_60_10,NO
solution,DS-PR,iccma17,ER_400_60_4,NO
solution,DS-PR,iccma17,ER_400_60_7,NO
solution,DS-PR,iccma17,ER_400_60_9,NO
solution,DS-PR,iccma17,ER_400_70_1,NO
solution,DS-PR,iccma17,ER_400_70_3,NO
solution,DS-PR,iccma17,ER_400_80_8,NO
solution,DS-PR,iccma17,ER_500_40_2,NO
solution,DS-PR,iccma17,ER_500_40_2.arg2,NO
solution,DS-PR,iccma17,ER_500_60_10,NO
solution,DS-PR,iccma17,ER_500_60_10.arg2,NO
solution,DS-PR,iccma17,ER_500_70_2,NO
solution,DS-PR,iccma17,ER_500_80_10,NO
solution,DS-PR,iccma17,ER_500_80_2,NO
solution,DS-PR,iccma17,ER_500_80_4,NO
solution,DS-PR,iccma17,ER_500_80_7,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C1-03.pddl.1.cnf,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C1-04.pddl.4.cnf,YES
solution,DS-PR,iccma17,ferry2.pfile-L2-C1-04.pddl.6.cnf,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C1-05.pddl.1.cnf,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C1-09.pddl.6.cnf,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C2-04.pddl.1.cnf,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C2-04.pddl.1.cnf.arg2,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C3-01.pddl.1.cnf,YES
solution,DS-PR,iccma17,ferry2.pfile-L2-C3-02.pddl.5.cnf,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C3-02.pddl.5.cnf.arg2,NO
solution,DS-PR,iccma17,ferry2.pfile-L2-C4-05.pddl.1.cnf,YES
solution,DS-PR,iccma17,ferry2.pfile-L2-C4-07.pddl.1.cnf,NO
solution,DS-PR,iccma17,ferry2.pfile-L3-C1-010.pddl.6.cnf,NO
solution,DS-PR,iccma17,ferry2.pfile-L3-C1-06.pddl.1.cnf,YES
solution,DS-PR,iccma17,ferry2.pfile-L3-C1-07.pddl.1.cnf,YES
solution,DS-PR,iccma17,ferry2.pfile-L3-C3-010.pddl.1.cnf,YES
solution,DS-PR,iccma17,ferry2.pfile-L3-C3-010.pddl.1.cnf.arg2,NO
solution,DS-PR,iccma17,ferry2.pfile-L3-C3-07.pddl.1.cnf,YES
solution,DS-PR,iccma17,ferry2.pfile-L3-C3-07.pddl.1.cnf.arg2,YES
solution,DS-PR,iccma17,ferry2.pfile-L3-C4-01.pddl.3.cnf,YES
solution,DS-PR,iccma17,ferry2.pfile-L3-C4-09.pddl.2.cnf,YES
solution,DS-PR,iccma17,fresno-county-rural-transit-agency_20151216_1934.gml.50,NO
solution,DS-PR,iccma17,go-taps_20150524_1019.gml.20,YES
solution,DS-PR,iccma17,grd_10745_1_4,NO
solution,DS-PR,iccma17,grd_11564_1_6,NO
solution,DS-PR,iccma17,grd_12259_4_5,NO
solution,DS-PR,iccma17,grd_12428_2_2,NO
solution,DS-PR,iccma17,grd_13651_2_3,NO
solution,DS-PR,iccma17,grd_14484_5_2,NO
solution,DS-PR,iccma17,grd_1697_5_7,NO
solution,DS-PR,iccma17,grd_1948_5_1,NO
solution,DS-PR,iccma17,grd_3018_3_7,NO
solution,DS-PR,iccma17,grd_3908_2_1,NO
solution,DS-PR,iccma17,grd_5178_1_1,NO
solution,DS-PR,iccma17,grd_6279_4_6,YES
solution,DS-PR,iccma17,grd_6318_2_5,NO
solution,DS-PR,iccma17,grd_6993_4_2,NO
solution,DS-PR,iccma17,grd_7708_3_5,NO
solution,DS-PR,iccma17,grd_7891_3_9,YES
solution,DS-PR,iccma17,grd_8034_1_2,NO
solution,DS-PR,iccma17,grd_8374_2_6,NO
solution,DS-PR,iccma17,grd_8600_4_4,NO
solution,DS-PR,iccma17,grd_9795_5_5,NO
solution,DS-PR,iccma17,huston_merge_2015-12.gml.80,NO
solution,DS-PR,iccma17,huston_merge_2015-12.gml.80.arg2,NO
solution,DS-PR,iccma17,irvine-shuttle_20091229_1547.gml.80,NO
solution,DS-PR,iccma17,kanawha-valley-regional-transportation-authority-krt_20150126_1340.gml.20,NO
solution,DS-PR,iccma17,long-island-railroad_20090825_0512.gml.20,NO
solution,DS-PR,iccma17,longueuil_qc_2016-01.gml.20,NO
solution,DS-PR,iccma17,los_angeles_2016-01.gml.80,NO
solution,DS-PR,iccma17,los_angeles_2016-01.gml.80.arg2,YES
solution,DS-PR,iccma17,lowell-regional-transit-authority_20121214_0433.gml.80,NO
solution,DS-PR,iccma17,lowell-regional-transit-authority_20121214_0433.gml.80.arg2,NO
solution,DS-PR,iccma17,massachusetts_nrta_2014-12-03.gml.20,NO
solution,DS-PR,iccma17,massachusetts_srta_2014-11-13.gml.50,YES
solution,DS-PR,iccma17,metro-bilbao_20110407_1059.gml.80,NO
